ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
550075100,302000,41337860,433,FAIRWAY AVE,,LOT 16 BK A ARBOR HILLS,0
540185000,555500,41337861,1113,E JEFFERSON ST,,LOT 7,0
540203000,614700,41337862,308,FARM LN,,LOT 6 & PT 2 BK A OLD FARM,0
540225000,397900,41337863,1202,LITTLE HIGH ST,,LOT A MERIWETHER LEWIS,0
550075380,352300,41337864,417,ARBOR CIR,,LOT 22 BK B ARBOR HILLS,0
550008000,374800,41337865,424,MEADE AVE,,LOTS 5 & 38 BK B GOLF CLUB,0
540131000,610900,41337866,1008,E JEFFERSON ST,,LOT 15,7448.76
540226000,251200,41337867,1204,LITTLE HIGH ST,,LOT B MERIWETHER LEWIS,0
540184000,480600,41337868,303,FARM LN,,LOT FARM LANE,0
540132000,389500,41337869,1014,E JEFFERSON ST,,PT LOT 16,7013.16
540207000,110000,41337870,306,FARM LN,,PT LOT 2 BK A OLD FARM,0
550075370,319700,41337871,415,ARBOR CIR,,LOT 21 BK B ARBOR HILLS,0
540227000,288100,41337872,1208,LITTLE HIGH ST,,LOT 3 MERIWETHER LEWIS,0
550075200,343200,41337873,431,FAIRWAY AVE,,LOT 15 BK A ARBOR HILLS,0
550009000,261300,41337874,422,MEADE AVE,,LOT 6 BK B GOLF CLUB,0
540210000,884800,41337875,311,12TH ST NE,,LOT 4 OLD FARM,0
540133000,699300,41337876,1020,E JEFFERSON ST,,PT LOTS 16 & 17,7884.36
550075360,366400,41337877,413,ARBOR CIR,,LOT 20 BK B ARBOR HILLS,0
540228000,468200,41337878,1210,LITTLE HIGH ST,,LOT 4 MERIWETHER LEWIS,0
540168000,1592500,41337879,1100,E JEFFERSON ST,,LOT,27660.6
540229000,313200,41337880,1212,LITTLE HIGH ST,,LOT 5 MERIWETHER LEWIS,0
550075350,302300,41337881,411,ARBOR CIR,,LOT 19 BK B ARBOR HILLS,0
550011000,279300,41337882,420,MEADE AVE,,LOT 7 BK B GOLF CLUB,0
550075300,330100,41337883,429,FAIRWAY AVE,,LOT 14 BK A ARBOR HILLS,0
550075340,333700,41337884,409,ARBOR CIR,,LOT 18 BK B ARBOR HILLS,0
540211000,520500,41337885,309,12TH ST NE,,PT LOT 3 BK A OLD FARM,0
540230000,437600,41337886,1214,LITTLE HIGH ST,,LOT 6 MERIWETHER LEWIS,0
540224000,500000,41337887,310,12TH ST NE,,LOT 6 BK B OLD FARM,0
550010000,24800,41337888,0,CAROLINE AVE,,LOT 37 BK B GOLF CLUB,0
540169000,201000,41337889,1108,E JEFFERSON ST,,LOT 3,0
540231000,321000,41337890,1216,LITTLE HIGH ST,,LOT 7 MERIWETHER LEWIS,0
540183000,256600,41337891,1115,E JEFFERSON ST,,PT LOT 5,0
540134000,567900,41337892,211,11TH ST NE,,LOT 11,8581.32
550012000,296400,41337893,326,MEADE AVE,,LOT 8 BK B GOLF CLUB,0
550076000,440300,41337894,320,FAIRWAY AVE,,4.325 AC & PARCEL B BK H GOLF,0
540170000,455700,41337895,1110,E JEFFERSON ST,,LOT,0
540232000,348100,41337896,1300,LITTLE HIGH ST,,LOT 8 & PT 9 MERIWETHER LEWIS,0
540212000,1055100,41337897,1201,E JEFFERSON ST,,LOT 1 & PT LOT BK A HILLCREST,0
550075400,371500,41337898,427,FAIRWAY AVE,,LOT 13 BK A ARBOR HILLS,0
540171000,465200,41337899,1112,E JEFFERSON ST,,LOT,0
550011100,24800,41337900,0,CAROLINE AVE,,LOT 36 BK B GOLF CLUB,0
540181000,407900,41337901,301,FARM LN,,LOT 1 & PT 2,0
550075330,353500,41337902,407,ARBOR CIR,,LOT 17 BK B ARBOR HILLS,0
540233000,294600,41337903,1302,LITTLE HIGH ST,,PT LOTS 9&10 MERIWETHER LEWIS,0
540135000,422000,41337904,207,11TH ST NE,,LOT 9,9016.92
540221000,458500,41337905,308,12TH ST NE,,LOT 5 BK B OLD FARM,0
550013000,350900,41337906,324,MEADE AVE,,LOT 9 BK B GOLF CLUB,0
540172000,518200,41337907,1114,E JEFFERSON ST,,LOT,0
550075270,381000,41337908,418,ARBOR CIR,,LOT 11 BK B ARBOR HILLS,0
540223000,309400,41337909,311,13TH ST NE,,LOT 7 BK B OLD FARM,0
540234000,288200,41337910,1304,LITTLE HIGH ST,,PT LOT 10 MERIWETHER LEWIS,0
540173000,463100,41337911,1116,E JEFFERSON ST,,LOT 5,0
550012100,214600,41337912,322,MEADE AVE,,PT LOTS 34 & 35 BK B GOLF CLUB,0
550075280,331000,41337913,416,ARBOR CIR,,LOT 12 BK B ARBOR HILLS,0
550075500,356900,41337914,425,FAIRWAY AVE,,LOT 12 BK A ARBOR HILLS,0
540174000,417500,41337915,1120,E JEFFERSON ST,,LOT 4,0
550013100,295600,41337916,425,CAROLINE AVE,,"LOT G,RWY,PT LOT F&G GOLF CLUB",0
540139000,302500,41337917,1009,E MARKET ST,,LOT 5,5270.76
540235000,295900,41337918,339,MEADE AVE,,LOT 1 BK 7 THE FARM,0
540222000,272400,41337919,309,13TH ST NE,,LOT 8 BK B OLD FARM,0
550014000,22000,41337920,321,CAROLINE AVE,,REVISED LOT GOLF CLUB,0
550075290,349200,41337921,414,ARBOR CIR,,LOT 13 BK B ARBOR HILLS,0
540175000,387000,41337922,1122,E JEFFERSON ST,,LOT 3,0
540220000,314200,41337923,306,12TH ST NE,,LOT 4 BK B OLD FARM,0
550015100,331100,41337924,320-1/2,MEADE AVE,,LOT D & D DRIVEWAY GOLF CLUB,0
540167000,240400,41337925,206,11TH ST NE,,LOT,4791.6
540176000,494700,41337926,1124,E JEFFERSON ST,,LOT 2,0
550015000,328300,41337927,320,MEADE AVE,,LOT C BK B GOLF CLUB,0
540141000,1639400,41337928,1015,E MARKET ST,,0.290 ACRES,12632.4
540238000,291500,41337929,308,13TH ST NE,,LOT 5 BK C OLD FARM,0
550075301,290400,41337930,412,ARBOR CIR,,LOT 14 BK B ARBOR HILLS,0
540236000,281100,41337931,337,MEADE AVE,,LOT 2 BK 7 THE FARM,0
540164000,386500,41337932,1105,E MARKET ST,,LOT,9321.84
540177000,293700,41337933,1126,E JEFFERSON ST,,LOT 1,0
550075260,372700,41337934,418,FAIRWAY AVE,,LOT 10 BK B ARBOR HILLS,0
550075320,323600,41337935,408,ARBOR CIR,,LOTS 16 & 16A BK B ARBOR HILLS,43560
540142000,314100,41337936,1017,E MARKET ST,,LOT 7,6882.48
540163000,315300,41337937,1107,E MARKET ST,,LOT,9496.08
540219000,287000,41337938,307,13TH ST NE,,LOT 9 BK B OLD FARM,0
550075600,347900,41337939,423,FAIRWAY AVE,,LOT 11 BK A ARBOR HILLS,0
550075310,324400,41337940,410,ARBOR CIR,,LOT 15 BK B ARBOR HILLS,0
540217000,262500,41337941,304,12TH ST NE,,LOT 3 BK B OLD FARM,0
550016000,264100,41337942,318,MEADE AVE,,PT LOT 12 BK B GOLF CLUB,0
540180000,376500,41337943,217,12TH ST NE,,LOT 4 BK E OLD FARM,0
540162000,235200,41337944,1109,E MARKET ST,,LOT,9278.28
550075250,328700,41337945,416,FAIRWAY AVE,,LOT 9 BK B ARBOR HILLS,0
540237000,412900,41337946,315,MEADE AVE,,LOT 3 BK 7 THE FARM,0
540161000,1599900,41337947,1117,E MARKET ST,,LOT,27007.2
540239000,288300,41337948,306,13TH ST NE,,LOT 4 BK C OLD FARM,0
540166000,161600,41337949,1101,E MARKET ST,,PT LOT 12,2308.68
540218000,290400,41337950,305,13TH ST NE,,LOT 10 BK B OLD FARM,0
550075240,337100,41337951,414,FAIRWAY AVE,,LOT 8 BK B ARBOR HILLS,0
550016100,278100,41337952,315,CAROLINE AVE,,REVISED LOT BK B GOLF CLUB,0
550017000,303100,41337953,316,MEADE AVE,,PT LOT 13 BK B GOLF CLUB,0
540165000,165200,41337954,1103,E MARKET ST,,LOT,2265.12
540216000,274200,41337955,302,12TH ST NE,,LOT 2 BK B OLD FARM,0
540240000,361500,41337956,313,MEADE AVE,,LOT 4 BK 7 THE FARM,0
550075700,393100,41337957,421,FAIRWAY AVE,,LOT 10 BK A ARBOR HILLS,0
550075230,347600,41337958,412,FAIRWAY AVE,,LOT 7 BK B ARBOR HILLS,0
540242000,376800,41337959,304,13TH ST NE,,LOT 3 BK C OLD FARM,0
540277100,1223900,41337960,1006,E MARKET ST,,PARCEL A-2-2,20037.6
540160000,379200,41337961,1119,E MARKET ST,,LOT,16204.32
540179000,252600,41337962,211,12TH ST NE,,LOT 3 BK E OLD FARM,0
540241000,298500,41337963,311,MEADE AVE,,LOT 5 BK 7 THE FARM,0
550018000,304300,41337964,314,MEADE AVE,,LOTS 14 & 29 BK B GOLF CLUB,0
550075220,374700,41337965,410,FAIRWAY AVE,,LOT 6 BK B ARBOR HILLS,0
540215000,246500,41337966,303,13TH ST NE,,LOT 11 BK B OLD FARM,0
540213000,336300,41337967,300,12TH ST NE,,LOT 1 BK B OLD FARM,0
540265000,364800,41337968,1200,E JEFFERSON ST,,LOT 1 BK D OLD FARM,0
540244000,272300,41337969,302,13TH ST NE,,LOT 2 BK C OLD FARM,0
540159000,1900400,41337970,1121-23,E MARKET ST,,LOT,41599.8
540143000,858900,41337971,1014,E MARKET ST,,LOT & PARCEL X,9104.04
550075210,325900,41337972,408,FAIRWAY AVE,,LOT 5 BK B ARBOR HILLS,0
550075800,388800,41337973,419,FAIRWAY AVE,,LOT 9 BK A ARBOR HILLS,0
540243000,306900,41337974,309,MEADE AVE,,LOTS 6 & 7 BK 7 THE FARM,0
540264000,252200,41337975,1202,E JEFFERSON ST,,LOT 2 BK D OLD FARM,0
540178000,306600,41337976,209,12TH ST NE,,LOT 2 BK E OLD FARM,0
550075900,392500,41337977,417,FAIRWAY AVE,,LOT 8 BK A ARBOR HILLS,0
540214000,395200,41337978,301,13TH ST NE,,LOT 12 BK B OLD FARM,0
540144000,627600,41337979,1016-18,E MARKET ST,,LOT 1,12414.6
550075201,363600,41337980,406,FAIRWAY AVE,,LOT 4 BK B ARBOR HILLS,0
540263000,247200,41337981,1204,E JEFFERSON ST,,LOT 3 BK D OLD FARM,0
550019000,1688000,41337982,300,MEADE AVE,,"LOTS 15-28, 3.2 AC & PAR X BK B GOLF",0
540245000,245500,41337983,300,13TH ST NE,,LOT 1 BK C OLD FARM,0
550075101,346200,41337984,415,FAIRWAY AVE,,LOT 7 BK A ARBOR HILLS,0
550075190,338800,41337985,404,FAIRWAY AVE,,LOT 3 BK B ARBOR HILLS,0
540145000,1382800,41337986,1100-06,E MARKET ST,,"LOTS 1,5 & PT 2 & 6",30927.6
540266000,362700,41337987,208,12TH ST NE,,LOT THE FARM,9496.08
540262000,337700,41337988,1206,E JEFFERSON ST,,LOT 4 BK D OLD FARM,0
550075110,361200,41337989,413,FAIRWAY AVE,,LOT 6 BK A ARBOR HILLS,0
550075180,332100,41337990,402,FAIRWAY AVE,,LOT 2 BK B ARBOR HILLS,0
540261000,306900,41337991,1208,E JEFFERSON ST,,LOT 5 BK D OLD FARM,0
540246000,293700,41337992,305,MEADE AVE,,LOT 8 BK 7 THE FARM,0
550075170,321000,41337993,400,FAIRWAY AVE,,LOT 1A  BK B ARBOR HILLS,0
550075120,345000,41337994,411,FAIRWAY AVE,,LOT 5 BK A ARBOR HILLS,0
540260000,256600,41337995,1210,E JEFFERSON ST,,LOT 6 BK D OLD FARM,0
540255000,3734700,41337996,1215,E MARKET ST,,LOT BK D THE FARM,174632.04
540148000,388500,41337997,1108,E MARKET ST,,LOT 1 EAST MARKET SQUARE,6011.28
540149000,421800,41337998,1116,E MARKET ST,,LOT 2 EAST MARKET SQUARE,9583.2
550075130,357000,41337999,409,FAIRWAY AVE,,LOT 4 BK A ARBOR HILLS,0
540259000,249800,41338000,1212,E JEFFERSON ST,,LOT 7 BK D OLD FARM,0
540258000,287200,41338001,1214,E JEFFERSON ST,,LOT 8 BK D OLD FARM,0
540267000,521600,41338002,1201,E MARKET ST,,LOT BK D OLD FARM,13068
550075140,322700,41338003,407,FAIRWAY AVE,,LOT 3 BK A ARBOR HILLS,0
540154000,3164800,41338004,1110&1112,E MARKET ST,,LOT 9 EAST MARKET SQUARE,89210.88
540257000,350300,41338005,1218,E JEFFERSON ST,,LOT 9 BK D OLD FARM,0
540256000,311700,41338006,1220,E JEFFERSON ST,,LOT 10 BK D OLD FARM,0
540150000,607400,41338007,1118,E MARKET ST,,LOT 3 EAST MARKET SQUARE,11935.44
540247000,305200,41338008,301,MEADE AVE,,LOT 10 BK 7 THE FARM,0
550075150,320100,41338009,405,FAIRWAY AVE,,LOT 2 BK A ARBOR HILLS,0
550075160,327500,41338010,401,FAIRWAY AVE,,LOT 1 BK A ARBOR HILLS,0
540151000,414600,41338011,1120,E MARKET ST,,LOT 4 EAST MARKET SQUARE,6054.84
540248000,391100,41338012,215,MEADE AVE,,LOT 11 BK 7 THE FARM,0
540152000,373600,41338013,1122,E MARKET ST,,LOT 5 EAST MARKET SQUARE,6316.2
540153000,333800,41338014,1124,E MARKET ST,,LOT 6 EAST MARKET SQUARE,6011.28
540249000,275700,41338015,213,MEADE AVE,,LOT 12 BK 7 THE FARM,0
540155000,382500,41338016,1126,E MARKET ST,,LOT 7 EAST MARKET SQUARE,6011.28
540156000,298800,41338017,1128,E MARKET ST,,LOT 8 EAST MARKET SQUARE,6185.52
540250000,248200,41338018,211,MEADE AVE,,LOT 13 BK 7 THE FARM,0
550060000,270700,41338019,1315,CHESAPEAKE ST,,LOT 1 & STRIP BK E GOLF CLUB,0
540156100,1698300,41338020,1130-32,E MARKET ST,,LOT,43167.96
550074700,386100,41338021,317,FAIRWAY AVE,,LOT 6 GOLF CLUB,0
540251000,365800,41338022,209,MEADE AVE,,LOT 14 PT 15&16 BK 7 THE FARM,0
55A087200,571200,41338023,1505,SHORT 18TH ST NE,,LOT 2B GOLF CLUB,0
55A087000,575100,41338024,1501,SHORT 18TH ST NE,,.908 ACRES GOLF CLUB,0
550061000,303800,41338025,1317,CHESAPEAKE ST,,LOT 2 BK E GOLF CLUB,0
550021200,267100,41338026,1300,CHESAPEAKE ST,,LOT A GOLF CLUB,0
55A087100,458700,41338027,1503,SHORT 18TH ST NE,,LOT 2A GOLF CLUB,0
550062000,112100,41338028,0,CHESAPEAKE ST,,LOT 3 BK E GOLF CLUB,0
550021100,265800,41338029,1302,CHESAPEAKE ST,,LOT B GOLF CLUB,0
550074600,369100,41338030,315,FAIRWAY AVE,,LOT 5 GOLF CLUB,0
540253000,632500,41338031,1221,E MARKET ST,,"LOT 18 PT 15,16,19 THE FARM",20516.76
550063000,252100,41338032,1321,CHESAPEAKE ST,,LOT 4 BK E GOLF CLUB,0
550021000,282600,41338033,1304,CHESAPEAKE ST,,LOT C GOLF CLUB,0
550077000,442200,41338034,1401,SHORT 18TH ST,,LOT 1 BK H GOLF CLUB,0
550064000,378400,41338035,1323,CHESAPEAKE ST,,LOT 5 BK E GOLF CLUB,0
540273000,1430800,41338036,1144,E MARKET ST,,LOT 1,22825.44
550020000,319300,41338037,1306,CHESAPEAKE ST,,LOT 1,0
540271000,2073400,41338038,1140-42,E MARKET ST,,"LOTS 1,2,3 & PARCEL X&Y",32321.52
550074500,350900,41338039,313,FAIRWAY AVE,,LOT 4 GOLF CLUB,0
550078000,472400,41338040,1403,SHORT 18TH ST,,LOT 2 BK H GOLF CLUB,43560
550022000,261100,41338041,210,MEADE AVE,,LOT 3 BK 9 GOLF CLUB,0
550065000,336000,41338042,1327,CHESAPEAKE ST,,LOTS 6 & 7 BK E GOLF CLUB,0
550020500,317100,41338043,1308,CHESAPEAKE ST,,LOT 2,0
550079000,438800,41338044,1405,SHORT 18TH ST,,LOT 3 BK H GOLF CLUB,0
540254000,336900,41338045,1219,E MARKET ST,,LOT 17 BK 7 OLD FARM,7492.32
550020400,269300,41338046,1310,CHESAPEAKE ST,,LOT 3,0
550074400,359100,41338047,311,FAIRWAY AVE,,LOT 3 GOLF CLUB,0
550023000,269800,41338048,208,MEADE AVE,,LOT 4 BK 9 GOLF CLUB,0
550080000,240500,41338049,1407,SHORT 18TH ST,,LOT 4 BK H GOLF CLUB,0
550020300,284700,41338050,1314,CHESAPEAKE ST,,LOT 4,0
550081000,250500,41338051,1409,SHORT 18TH ST,,LOT 5 BK H GOLF CLUB,0
540269000,643700,41338052,0,E MARKET ST,,PARCEL A,26005.32
550024000,219000,41338053,206,MEADE AVE,,LOT 5 BK 9 GOLF CLUB,0
550074300,293100,41338054,309,FAIRWAY AVE,,LOT 2 GOLF CLUB,0
550059000,261800,41338055,1316,CHESAPEAKE ST,,LOT 30A BK C GOLF CLUB,0
540270000,658300,41338056,1136,E MARKET ST,,PARCEL B,17946.72
550082000,401500,41338057,1411,SHORT 18TH ST,,LOT 6 BK H GOLF CLUB,0
550058000,269900,41338058,1318,CHESAPEAKE ST,,LOT 29A BK C GOLF CLUB,0
550020100,294400,41338059,209,16TH ST NE,,LOT 14 BK 9 GOLF CLUB,0
550067000,364400,41338060,1335,CHESAPEAKE ST,,LOT 11 BK E GOLF CLUB,0
550083000,440900,41338061,1413,SHORT 18TH ST,,LOT 7 BK H GOLF CLUB,0
550025000,589100,41338062,1301,E MARKET ST,,LOTS 6-8 BK 9 OLD FARM,22520.52
550073100,304700,41338063,1400,SHORT 18TH ST,,LOT 20 BK F GOLF CLUB,0
550066100,403700,41338064,101,CHISHOLM PL,,LOT 1 CHISHOLM PLACE,0
550057000,304900,41338065,1320,CHESAPEAKE ST,,LOT 28 BK C GOLF CLUB,0
550068000,110000,41338066,0,CHESAPEAKE ST,,LOT 12 BK E GOLF CLUB,0
550084000,442100,41338067,1415,SHORT 18TH ST,,LOT 8 BK H GOLF CLUB,0
550074200,327800,41338068,307,FAIRWAY AVE,,LOT 1 GOLF CLUB,0
550056000,313900,41338069,1322,CHESAPEAKE ST,,LOT 27 BK C GOLF CLUB,0
550069000,471500,41338070,1339,CHESAPEAKE ST,,LOT 13 BK E GOLF CLUB,0
550073130,279900,41338071,1402,SHORT 18TH ST,,LOT 19 BK F GOLF CLUB,0
550020200,306600,41338072,207,16TH ST NE,,LOT 13 BK 9 GOLF CLUB,0
550085000,473900,41338073,1417,SHORT 18TH ST,,LOT 9 BK H GOLF CLUB,0
55A088900,2486500,41338074,329,RIVERSIDE AVE,,4.238 ACRES RIVERVIEW,0
550070000,350300,41338075,1341,CHESAPEAKE ST,,LOT 14 BK E GOLF CLUB,0
550055000,388600,41338076,1324,CHESAPEAKE ST,,LOT 26 BK C GOLF CLUB,0
550086000,531700,41338077,1419,SHORT 18TH ST,,LOT 10 BK H GOLF CLUB,0
550026000,160700,41338078,1307,E MARKET ST,,LOT 9 BK 9 THE FARM,7492.32
550059100,245400,41338079,210,16TH ST NE,,LOT 30B BK C GOLF CLUB,0
550054000,332200,41338080,1326,CHESAPEAKE ST,,LOT 25 BK C GOLF CLUB,0
550071000,278400,41338081,1343,CHESAPEAKE ST,,LOT 15 BK E GOLF CLUB,0
550073101,257800,41338082,1406,SHORT 18TH ST NE,,LOT 17 BK F GOLF CLUB,0
550027000,321300,41338083,1309,E MARKET ST,,LOT 10 BK 9 THE FARM,0
550053000,292700,41338084,1328,CHESAPEAKE ST,,LOT 24 BK C GOLF CLUB,0
550072000,362900,41338085,1345,CHESAPEAKE ST,,LOT 16 BK E GOLF CLUB,0
550073400,427300,41338086,1409,CHESAPEAKE ST,,"LOTS 4,5&16 BK F GOLF CLUB",0
550028100,420100,41338087,1313,E MARKET ST,,LOT 11 BK 9 THE FARM,0
550052100,461500,41338088,1330,CHESAPEAKE ST,,LOT 23 BK C GOLF CLUB,0
550028000,442800,41338089,1315,E MARKET ST,,LOT 12 BK 9 THE FARM,0
550029000,274400,41338090,1317,E MARKET ST,,LOT 1 BK C GOLF CLUB,0
550052000,337800,41338091,1332,CHESAPEAKE ST,,LOT 22 BK C GOLF CLUB,0
550073000,323800,41338092,1401,CHESAPEAKE ST,,LOT 1 BK F GOLF CLUB,0
550073110,506600,41338093,1412,SHORT 18TH ST,,LOT 14 BK F GOLF CLUB,0
550073110,506600,41338093,1412,SHORT 18TH ST,,LOT 14 BK F GOLF CLUB,0
550030000,319600,41338094,1319,E MARKET ST,,LOT 2 BK C GOLF CLUB,0
550051000,381900,41338095,1334,CHESAPEAKE ST,,LOT 21 BK C GOLF CLUB,0
550073200,367300,41338096,1403,CHESAPEAKE ST,,LOT 2 BK F GOLF CLUB,0
550073900,406600,41338097,1414,SHORT 18TH ST,,LOT 13 BK F GOLF CLUB,0
550031000,350900,41338098,1321,E MARKET ST,,LOT 3 BK C GOLF CLUB,0
550050000,373800,41338099,1336,CHESAPEAKE ST,,LOT 20 BK C GOLF CLUB,0
550073300,368800,41338100,1405,CHESAPEAKE ST,,LOTS 3 BK F GOLF CLUB,0
550032000,342800,41338101,1323,E MARKET ST,,LOT 4 BK C GOLF CLUB,0
550049000,400900,41338102,1338,CHESAPEAKE ST,,LOT 19 BK C GOLF CLUB,9016.92
550033000,365600,41338103,1325,E MARKET ST,,LOT 5 BK C GOLF CLUB,0
550048000,309300,41338104,1340,CHESAPEAKE ST,,LOT 18 BK C GOLF CLUB,0
550034000,332700,41338105,1327,E MARKET ST,,LOT 6 BK C GOLF CLUB,0
550047000,490700,41338106,1342,CHESAPEAKE ST,,LOT 17 BK C GOLF CLUB,0
550035000,642000,41338107,1329,E MARKET ST,,LOT 7 BK C GOLF CLUB,0
550046000,318900,41338108,1344,CHESAPEAKE ST,,LOT 16 BK C GOLF CLUB,0
55A095100,279700,41338109,1500,SHORT 18TH ST,,LOT 12 BK G GOLF CLUB,0
550036000,320200,41338110,1331,E MARKET ST,,LOT 8 BK C GOLF CLUB,0
550073500,442300,41338111,1415,CHESAPEAKE ST,,"LOTS 7,8 & PAR X BK F GOLF CLUB",0
55A095000,284600,41338112,1502,SHORT 18TH ST,,LOT 11 BK G GOLF CLUB,0
550037000,405100,41338113,1335,E MARKET ST,,LOTS 9 & 10 BK C GOLF CLUB,0
550045000,351000,41338114,1400,CHESAPEAKE ST,,PT LOTS 19 & 20 BK D GOLF CLUB,0
55A096000,282300,41338115,1504,SHORT 18TH ST,,LOT 10 BK G GOLF CLUB,0
55A094000,110000,41338116,0,RIVERSIDE AVE,,OPEN SPACE TRACT B,0
55A097000,365600,41338117,1506,SHORT 18TH ST,,LOT 9 BK G GOLF CLUB,0
550038000,304500,41338118,1337,E MARKET ST,,LOT 11 BK C GOLF CLUB,0
55A098000,326900,41338119,1508,SHORT 18TH ST,,LOT 8 BK G GOLF CLUB,0
550073600,438100,41338120,1419,CHESAPEAKE ST,,LOT 10 & PAR Y BK F GOLF CLUB,0
550045100,338100,41338121,1404,CHESAPEAKE ST,,LOT 18 BK D GOLF CLUB,0
550039000,369300,41338122,1339,E MARKET ST,,LOT 12 BK C GOLF CLUB,0
55A099000,589800,41338123,1510,SHORT 18TH ST,,LOT 7 & STRIP BK G GOLF CLUB,0
55A094130,342600,41338124,323,RIVERSIDE AVE,A&B,LOT B-8 TRACT B,0
5500451A0,338100,41338125,1406,CHESAPEAKE ST,,LOT 17 BK D GOLF CLUB,0
550043000,343200,41338126,210,FAIRWAY AVE,,PT LOTS 19 & 20 BK D GOLF CLUB,0
55A091000,193100,41338127,0,CHESAPEAKE ST,,2.63 ACRES WOOLEN MILLS,0
550039100,433400,41338128,1341,E MARKET ST,,LOT 13 BK C GOLF CLUB,0
55A105000,448900,41338129,1501,CHESAPEAKE ST,,LOT 1 BK G GOLF CLUB,0
55A088700,215700,41338130,334,RIVERSIDE AVE,,LOT 7R BK C RIVERSIDE,0
550040000,299100,41338131,1343,E MARKET ST,,LOT 14 BK C GOLF CLUB,0
55A104000,352900,41338132,1503,CHESAPEAKE ST,,LOT 2 BK G GOLF CLUB,0
550044000,394400,41338133,208,FAIRWAY AVE,,PT LOTS 19 & 20 BK D GOLF CLUB,0
550041000,377800,41338134,1345,E MARKET ST,,LOT 15 BK C GOLF CLUB,0
55A103000,354500,41338135,1505,CHESAPEAKE ST,,LOT 3 BK GOLF CLUB,0
55A094120,342600,41338136,321,RIVERSIDE AVE,A&B,LOT B-7 TRACT B,0
55A102000,285900,41338137,1507,CHESAPEAKE ST,,LOT 4 BK G GOLF CLUB,0
55A088600,203000,41338138,330,RIVERSIDE AVE,,LOT 6R BK C RIVERSIDE,0
550042000,110000,41338139,1501,E MARKET ST,,LOT 1 BK D GOLF CLUB,0
550045300,288000,41338140,1414,CHESAPEAKE ST,,LOT 13 BK D GOLF CLUB,0
55A101000,320500,41338141,1509,CHESAPEAKE ST,,LOT 5 BK G GOLF CLUB,0
55A100000,276200,41338142,1511,CHESAPEAKE ST,,LOT 6 & STRIP BK G GOLF CLUB,0
550042100,683500,41338143,1503,E MARKET ST,,LOT 2 BK D GOLF CLUB,0
550045400,389700,41338144,1416,CHESAPEAKE ST,,LOT 12 BK D GOLF CLUB,0
55A094110,342400,41338145,319,RIVERSIDE AVE,A&B,LOT B-6 TRACT B,0
55A088500,205000,41338146,326,RIVERSIDE AVE,,LOT 5R BK C RIVERSIDE,0
550042200,110000,41338147,1505,E MARKET ST,,LOT 3 BK D GOLF CLUB,0
550045500,469400,41338148,1418,CHESAPEAKE ST,,LOT 11 BK D GOLF CLUB,0
550042300,773200,41338149,1507,E MARKET ST,,LOT 4 BK D GOLF CLUB,0
55A107000,462500,41338150,214,18TH ST NE,,LOT A WOOLEN MILLS,0
550042400,386900,41338151,1509,E MARKET ST,,LOTS 5 & 6 BK D GOLF CLUB,0
55A094101,342400,41338152,317,RIVERSIDE AVE,A&B,LOT B-5 TRACT B,0
55A088400,204600,41338153,322,RIVERSIDE AVE,,LOT 4R BK C RIVERSIDE,0
55A108000,104500,41338154,1502,CHESAPEAKE ST,,PARCEL 2,0
55A109000,362500,41338155,1504,CHESAPEAKE ST,,PARCEL 1,0
55A088300,279700,41338156,318,RIVERSIDE AVE,,LOT 3R BK C RIVERSIDE,0
55A094900,110000,41338157,,RIVERSIDE AVE,,OPEN SPACE TRACT B,0
550042500,278900,41338158,1513,E MARKET ST,,LOT 8 BK D GOLF CLUB,0
55A106000,554000,41338159,210,18TH ST NE,,LOT  GOLF CLUB,0
55A110000,110000,41338160,1506,CHESAPEAKE ST,,LOT 15D,0
55A111000,337900,41338161,1508,CHESAPEAKE ST,,LOT 15C,0
55A088200,204100,41338162,314,RIVERSIDE AVE,,LOT 2R BK C RIVERSIDE,0
55A094800,387400,41338163,315,RIVERSIDE AVE,A&B,LOT B-4 TRACT B,0
55A112000,379100,41338164,1510,CHESAPEAKE ST,,LOT 15B,0
55A115100,105800,41338165,208,18TH ST NE,,LOT B,0
55A113000,526200,41338166,1512,CHESAPEAKE ST,,LOT 15A,0
55A088100,199500,41338167,310,RIVERSIDE AVE,,LOT 1R BK C RIVERSIDE,0
55A094700,387200,41338168,313,RIVERSIDE AVE,A&B,LOT B-3 TRACT B,0
55A114000,621700,41338169,1514,CHESAPEAKE ST,,PT LOT 13 & PARCEL X,0
55A121100,478800,41338170,1516,CHESAPEAKE ST,,RESIDUE,0
55A115000,537200,41338171,1601,E MARKET ST,,LOT A WOOLEN MILLS,0
55A116000,609300,41338172,1607,E MARKET ST,,LOT 2 WOOLEN MILLS,0
55A122400,324300,41338173,209,RIVERVIEW AVE,,LOT D,0
55A115200,363200,41338174,1603,E MARKET ST,,LOT C,0
55A117000,286800,41338175,1609,E MARKET ST,,PT LOT 14 THE FARM,0
55A094600,387100,41338176,311,RIVERSIDE AVE,A&B,LOT B-2 TRACT B,0
55A090000,491300,41338177,1803,CHESAPEAKE ST,,.54 ACRE-WOOLEN MILLS,0
55A118000,559400,41338178,1611,E MARKET ST,,PT LOT 14 & .20 ACRES THE FARM,0
